Gene	Length
Gm2040	289
Gm19583	1366
Olfr1401-ps1	211
Pdgfra	10024
Gm42802	456
Gm42803	451
Mir7025	74
Gm42799	328
Gm18345	1390
Gm22084	105
Gm42800	733
Gm24502	105
Kit	8911
Gm43101	622
Gm43102	2324
Gm43100	674
Gm19590	1195
Gm38180	395
Gm28865	723
Gm25374	101
Kdr	9030
Gm24738	123
Gm32780	540
Gm6051	352
Srd5a3	4648
Tmem165	2588
Apc-ps1	470
Clock	13727
Ube2n-ps1	459
Gm43658	4176
Gm7467	652
Pdcl2	1193
4930432L08Rik	1608
Nmu	828
Gm42666	152
Gm42665	586
Gm7271	836
Exoc1	12042
Cep135	7188
A730089K16Rik	2427
C530008M17Rik	12305
Gm7494	441
Aasdh	8639
Ppat	4421
2310040G07Rik	698
Paics	3139
Srp72	5717
Arl9	597
1700112J05Rik	793
Thegl	2243
Hopx	1516
Hopxos	1661
Gm15831	516
Chaer1	651
Spink2	788
Gm19060	421
Rest	7222
Mir5098	82
Noa1	4029
Polr2b	4667
Gm42758	283
Igfbp7	1209
Gm34648	338
Gm34728	414
1700017L05Rik	558
Gm42761	738
Pea15b	571
Gm22011	123
Gm31049	1302
Gm42673	337
Mthfr-ps1	601
Gm43232	364
Gm25756	136
Gm43234	18
Gm18452	1111
Gm22553	295
Gm23429	149
Gm24304	107
Gm22974	103
Gm2199	874
Adgrl3	17750
Gm43594	3442
Gm43084	947
Gm22048	89
Gm16054	1819
2900064F13Rik	1008
1700008H02Rik	1684
1700031L13Rik	960
Rpl7-ps7	799
Mir1187	122
Gm24129	97
Gm43217	367
Tecrl	2350
Gm15626	868
Gm44303	83
Gm25765	132
Gm25806	122
Gm24792	128
Gm4866	589
Epha5	16739
Hmgn2-ps1	279
Gm43532	3816
Gm43531	1114
Gm21006	667
Gm43567	1978
Gm24626	161
Gm43564	211
Cenpc1	5634
Gm2287	1139
Stap1	6215
Gm24524	170
Uba6	8159
Gnrhr	3197
Tmprss11c	1615
Gm25473	107
Tmprss11d	2796
Tmprss11a	5715
Tmprss11g	5015
Tmprss11f	6807
Tmprss11b	4171
Gm43056	2791
Tmprss11e	3416
Gm16579	2566
Gm43055	879
Gm43057	429
Ythdc1	13651
Gm21461	863
Ugt2b34	4312
Gm25211	107
Ugt2b1	2573
Gm24121	106
Gm20121	1594
AC160532.1	189
Gm7631	1100
Gm5869	1257
Ugt2b35	3359
Gm18635	1060
Gm42465	492
Ugt2b36	2059
Gm31230	785
Gm42795	76
Ugt2b5	1858
Gm5717	1062
Gm43369	1552
Gm19418	580
Ugt2b37	1894
Gm7646	1559
Ugt2a3	2117
Gm7652	1151
Gm42796	1087
Gm35570	681
Gm21049	987
Gm43370	284
Ugt2b38	1891
Ugt2a2	2541
Ugt2a1	2570
Gm43638	2297
Sult1b1	2780
Sult1d1	2459
Sult1e1	1242
Mir3969	92
Gm43368	409
Gm21043	1517
Csn1s1	6247
Csn2	6926
Gm25066	123
Gm42845	105
Gm24314	123
Csn1s2a	3504
Csn1s2b	4259
Prr27	1337
Gm42794	835
Gm7337	2655
Odam	1376
1700066N21Rik	783
BC037156	430
Csn3	4152
BC051076	2868
2310003L06Rik	1603
Gm28434	500
Cabs1	1505
Smr3a	639
Gm7709	1858
Gm42623	379
Smr2	1352
Gm11116	54
Gm42622	355
Gm11115	54
Gm42621	275
Gm42164	379
Gm7048	1891
Gm7714	685
Prol1	1163
Amtn	1022
Gm43431	340
Gm7721	546
Ambn	1919
Enam	5490
Jchain	2517
Gm43432	121
Utp3	1629
Rufy3	10214
Grsf1	3036
Mob1b	15033
Gm15682	483
Dck	3781
Gm42912	716
Gm42911	1630
Mkrn1-ps1	1390
Slc4a4	11333
Gc	1845
Gm6366	826
Gm43515	2141
Npffr2	1643
Adamts3	5430
Gm25320	324
Gm25758	129
Eif5al3-ps	447
Cox18	2710
Ankrd17	35542
Gm9958	1869
Gm43363	2647
Alb	2342
Afp	3368
Gm43449	371
Afm	3038
Gm42109	906
Gm2602	571
Albfm1	2919
Rassf6	4260
Gm43090	314
Cxcl5	1863
Ppbp	1083
Pf4	721
Cxcl3	3498
Cxcl15	2127
Gm24322	70
Gm43085	3132
Gm43086	2657
Cxcl1	1875
Gm22816	117
Cxcl2	2068
Gm42530	550
Mthfd2l	6645
Epgn	1807
Gm19610	408
Ereg	4128
Areg	1215
Gm23092	107
Gm19619	3201
Btc	4520
Parm1	5068
Trmt112-ps1	375
Gm7832	880
Gm28271	351
1700063O14Rik	492
Gm19649	822
Gm43596	884
Gm5558	495
Gm43688	310
Rchy1	3773
Gm43039	963
Thap6	4119
Gm24113	276
Odaph	3506
Cdkl2	6064
G3bp2	8659
Gm22728	129
Gm24931	107
Uso1	5847
Gm15710	636
Gm43040	558
Gm25290	144
U90926	800
Ppef2	2983
Naaa	3721
Sdad1	6537
Gm43599	528
Gm23031	119
Cxcl9	3016
Art3	3932
Cxcl10	2252
Cxcl11	3794
Gm2673	1608
Nup54	3328
Gm26039	144
Scarb2	6285
Mir6415	100
Fam47e	2110
Stbd1	2221
Ccdc158	6207
Shroom3	13247
Gm20500	321
Mir1961	112
Gm6450	574
Gm25521	108
Sowahb	3900
Gm22915	136
Gm43172	2137
Gm43173	593
Sept11	9472
Gm43682	2090
Ccni	3303
Gm43681	1903
Gm2986	382
2010109A12Rik	1275
Ccng2	5458
Kat2b-ps	2490
Gm18118	645
Gm43224	898
Gm16427	2268
C87414	2966
Gm43225	1439
Gm43226	259
Gm7919	1389
Gm43227	677
Gm7792	2473
Gm16429	1848
Gm6346	1443
Gm3089	1395
BC061212	1897
Gm6351	1596
Gm3106	2383
A430089I19Rik	1848
Gm6502	1533
AA792892	2043
BC080696	1218
Gm7682	1582
Gm3139	2905
Gm3147	1848
Gm6509	1582
Gm6205	2515
Gm42561	1442
Gm7663	1240
Gm3183	2905
Gm3176	1249
Gm7647	1389
Gm6367	2464
Gm42661	1442
Gm7939	1050
Gm7942	1571
Gm16513	2924
Gm10424	1848
Gm6468	1443
Gm3259	2680
Gm32072	1434
Gm7961	1436
Gm42662	1431
D5Ertd577e	2565
Gm3286	2657
Gm7971	1848
Gm6348	1443
Gm3302	1395
Gm7978	1897
Gm7982	1590
E330014E10Rik	2476
Gm42714	1364
Gm5559	1002
Gm25937	107
Cxcl13	1150
Gm7993	1384
Cnot6l	10313
Gm2840	411
Mrpl1	4295
Fras1	17709
Gm33050	501
Gm42605	385
Gm42604	801
Anxa3	3643
Gm42603	2146
1700016F12Rik	655
Gm42601	1541
Gm42602	3224
Gm24623	194
Gm33370	489
Gm43147	542
Gm8013	462
Gm43148	520
Gm43144	485
Gm9484	1159
Bmp2k	8480
Gm43145	628
Paqr3	7566
Gm33609	2694
Gm2861	666
Gm5560	892
Gm33969	388
Naa11	3424
4930467D21Rik	2913
Gk2	1880
Antxr2	6655
C430019N01Rik	1567
Gm42759	2439
Gm42760	311
Gm8041	616
Gm8048	996
Prdm8	4855
A730035I17Rik	2393
Fgf5	2501
Cfap299	1448
E030032P16Rik	2931
Gm43767	381
Mir703	109
Gm24279	131
Gm11111	99
1700010H22Rik	1355
Bmp3	7398
Prkg2	5369
Gm3470	420
Gm43251	2712
Rasgef1b	13805
Gm35394	3252
Gm35172	2649
Gm16227	563
Gm16228	809
4930405H06Rik	791
Gm25969	132
Gm16226	1117
4930522N08Rik	916
Gm38413	2348
Gm43249	458
Gm26252	76
Vamp9	1224
Gm22838	99
Hnrnpd	7354
Gm17092	2011
Hnrnpdl	4818
Enoph1	2509
Gm26363	83
Tmem150c	5555
Tmem150cos	1556
Gm9932	2116
2310034O05Rik	1127
Gm8091	886
Sec31a	7884
5430416N02Rik	4071
Gm27553	74
Gm27997	69
Gm28030	138
Gm27286	179
Gm42690	1836
Lin54	5820
Gm23222	76
Gm19620	434
Gm23173	160
Cops4	5006
Plac8	1592
Gm43510	353
Coq2	2624
Gm15777	876
Hpse	3516
Helq	5069
Mrps18c	1076
Gm43511	2297
Abraxas1	3011
Gm43513	1076
Gm43514	424
Gm26286	134
4930458D05Rik	3055
Gpat3	3502
Gm42987	2350
Gm36793	922
Cycs-ps2	292
Gm43103	802
Gm20484	231
Nkx6-1	3138
Gm42133	637
9430085M18Rik	1178
Cds1	3939
Gm43273	2594
Gm43272	1584
Wdfy3	15346
Gm20548	1637
Gm42934	1345
Gm43787	1037
Gm29707	1017
Gm17978	769
Gm42933	2069
Gm42932	744
1700013M08Rik	1481
Arhgap24	8792
Mapk10	11125
Gm42522	255
Gm43789	2472
4930429D17Rik	1624
Gm18702	588
Gm42619	1136
1700021F02Rik	350
5430427N15Rik	2393
Ptpn13	12102
Gm42620	630
Gm23085	293
Slc10a6	2124
Gm15844	576
Gm43546	943
1700016H13Rik	1751
Gm25721	171
Aff1	9458
Klhl8	3489
Gm43547	328
Gm24897	107
Hsd17b13	2157
Gm8200	222
Hsd17b11	3265
Gm43545	2779
Nudt9	2392
Mir5619	61
Gm43333	2262
Gm17660	564
Sparcl1	2937
Gm26703	5491
Dspp	4431
Dmp1	2764
Gm31048	1061
Gm23616	110
Ibsp	2068
Mepe	1682
Spp1	1648
Gm42793	1252
Pkd2	10169
Thoc2l	11099
AC123687.1	475
Gm8258	1449
Zfp951	4730
Abcg3	3550
Gm24097	107
Gm43856	369
Gm43855	507
Gm5870	282
Gbp8	3443
Gbp9	5173
Gbp4	7494
Gm43302	4310
Gbp10	3873
Gbp6	5954
Gbp11	2692
Gm26519	2249
Gm32051	2507
Lrrc8b	6726
Gm42141	2172
Lrrc8c	7654
C230066G23Rik	650
Lrrc8d	12573
Rps15a-ps5	393
Lrrc8dos	586
Gm10359	1002
Gm43818	466
Zfp326	7217
Gm43817	2262
Gm19566	610
Gm25672	107
Gm32736	2701
Gm5987	1151
Gm38433	856
Gm32921	810
4930458A03Rik	961
Gm42915	323
4930432H08Rik	1284
Gm42916	1042
Barhl2	2314
Gm26872	2261
Gm28050	984
Gm28039	254
Gm29464	513
Gm17304	69
Gm17937	742
Zfp644	14001
Gm43421	2905
Gm24191	122
Gm8365	648
Hfm1	6687
Gm27527	99
Olfr719-ps	252
Cdc7	4183
Gm33474	1231
Tgfbr3	6545
Gm43422	3571
Gm43423	2094
Gm8145	745
Gm42900	2167
Gm22557	102
Brdt	5115
Gm8152	637
Gm42902	662
n-R5s173	119
Ephx4	1646
Gm17202	951
Lpcat2b	2782
Btbd8	7838
Gm9727	555
Gm42669	6252
1700028K03Rik	7963
Glmn	2688
Rpap2	4136
A930041C12Rik	537
Gm26692	688
5830411K02Rik	997
4930428O21Rik	1740
Gfi1	3187
A430072P03Rik	1667
Evi5	8060
Gm43593	1346
Ube2d2b	1678
Gm16007	286
Gm43592	1165
Rpl5	3920
Snord21	94
Gm22270	132
Gm26387	132
Dipk1a	2892
Gm9850	227
Rps19-ps8	422
Mtf2	5698
Tmed5	7688
Ccdc18	6433
Gm7118	1003
Gm8190	586
Gm43083	476
Dr1	3478
Gm43081	1380
Pigg	4573
9330198I05Rik	1095
Gm42518	938
Gm42517	1850
Gm10419	6859
Pde6b	5026
Atp5k	616
AC158912.1	676
Mfsd7a	5340
Pcgf3	9544
Gm10086	354
Cplx1	2189
Gm43364	3274
Gak	6439
Gm43365	2106
Tmem175	5928
Dgkq	7189
Idua	4204
Slc26a1	4050
Fgfrl1	2782
Rnf212	1648
1700047L14Rik	511
Tmed11	763
Vmn2r8	10134
Gm18594	1403
Vmn2r9	10312
Gm20629	513
Gm10417	3522
Vmn2r-ps21	2947
Gm42627	224
Gm18971	374
Gm18595	1068
Vmn2r10	9268
Gm5871	718
Vmn2r11	7919
Vmn2r12	4607
Vmn2r13	5716
Vmn2r14	6601
Gm8473	1885
Vmn2r15	3609
Vmn2r16	8679
Gm7171	1349
Vmn2r17	12173
Gm18555	584
Gm8488	1280
Gm8493	489
Crlf2	1495
Vmn2r-ps23	571
Gm28000	85
5430403G16Rik	3341
4930522L14Rik	2409
Gm8508	363
A430073D23Rik	665
Gm10416	645
Gm26779	551
Gm15446	3780
1010001B22Rik	589
Zfp932	3272
Gm17655	1776
Gm35315	3693
Plcxd1	3811
Gtpbp6	2825
Zfp605	3497
Gm15484	828
Chfr	4437
Gm43136	636
Gm15787	2992
Golga3	12671
Gm43138	708
Gm43137	594
Ankle2	5520
Pgam5	2373
Gm15788	931
Pxmp2	1200
Pole	11160
Gm26277	152
Gm15791	319
Gm15792	769
P2rx2	2574
Lrcol1	1183
Fbrsl1	8309
Gm42596	1958
Gm32996	1447
A630023P12Rik	1888
Galnt9	3006
Noc4l	2596
Ddx51	5248
Gm42595	1607
Ep400	13971
Mir7026	67
Gm22716	107
Gm26079	133
Gm22583	107
Gm15559	2260
Pus1	2180
Ulk1	6488
Hscb	905
Chek2	3001
Gm42779	406
Ttc28	12315
Gm15989	498
Gm42778	553
Mir701	109
Gm15988	367
Gm42780	734
Gm43677	2378
Gm43676	540
Gm27602	111
Gm27680	895
Pitpnb	3377
Gm43118	775
Mn1	6940
Gm43119	2122
C130026L21Rik	3614
Gm42489	669
Gm26897	93
E130006D01Rik	928
Gm16019	261
Gm36535	615
Gm42488	3225
1700016B01Rik	270
1700028D13Rik	718
Miat	9293
Gm26953	4532
Gm27998	361
Gm27882	74
Gm27627	150
Gm27357	135
Cryba4	838
Crybb1	985
Tpst2	2793
Tfip11	4086
Srrd	1638
Hps4	3948
Gm6583	2233
Gm43759	1261
Gm43758	367
Gm20636	707
Asphd2	4010
Sez6l	6070
Gm6588	2313
Gm27004	727
1700034G24Rik	1081
4933415J04Rik	1301
Gm42864	1436
Gm42865	613
Myo18b	10698
1700095B10Rik	1391
Grk3	8693
Gm22740	109
Crybb2	2012
Gm43247	481
Crybb3	2333
2900026A02Rik	10814
Gm43246	564
F830115B05Rik	1894
4930557B06Rik	381
Gm42161	726
Gm43094	921
Tmem211	1827
Sgsm1	7466
4930405N21Rik	1200
Gm43353	1295
Mir7229	53
Mir7230	56
Aym1	528
Wscd2	15332
Cmklr1	3408
Gm15736	420
1700069L16Rik	1520
Ficd	3133
Sart3	5657
Gm3511	204
Iscu	2176
Tmem119	2315
Gm19931	368
Selplg	4272
Coro1c	9664
Gm17122	372
Gm43335	3276
Gm43336	4504
Gm42797	494
Gm22056	81
Ssh1	8892
Dao	2952
Svop	4556
Usp30	6064
Gm17833	1065
Gm42913	1853
Alkbh2	1115
Ung	5468
Acacb	9632
Gm13784	519
Foxn4	3371
Myo1h	5927
Kctd10	4039
Ube3b	5294
Mir7027	72
Mmab	3670
Mvk	2675
Gm13790	473
Fam222a	3141
Trpv4	4076
Gltp	1762
Tchp	7397
Gm42789	567
Mir7028	64
Git2	17362
4930515G01Rik	1247
Ankrd13a	5983
1500011B03Rik	2693
Ywhaq-ps2	643
Gm13821	3201
Mir6240	117
4930519G04Rik	3964
Gm9936	4359
Gm13823	345
Oasl2	6374
Gm13822	346
Oasl1	2608
2210016L21Rik	3303
Hnf1a	5032
Hnf1aos1	1370
Hnf1aos2	442
1810017P11Rik	558
Sppl3	6648
C730045M19Rik	1315
Gm13827	372
Gm10401	607
Rpl37rt	752
Acads	2269
Unc119b	4603
Mlec	6007
Cabp1	5832
Gm13828	363
Pop5	2296
Rnf10	7556
Gm13831	302
Coq5	3034
Gm13829	138
Dynll1	3890
Gm13830	3099
Srsf9	1653
Gatc	1797
Triap1	1088
Cox6a1	702
Gm42903	481
4930401G09Rik	637
Gm13832	612
A930005G22Rik	1904
Gm43231	2258
Msi1	5800
4930430O22Rik	579
Pla2g1b	713
Sirt4	2398
Gm24265	141
Gm24407	141
Gm13836	501
Pxn	8777
Gm13840	256
Rplp0	1659
Gcn1	17815
Mir7029	61
1110006O24Rik	768
Rab35	2820
Mir7030	60
Bicdl1	6157
Gm13841	483
Cit	16417
Gm42473	2291
Gm42471	1865
Gm14508	901
Prkab1	3066
Gm13842	1118
Gm17420	153
Tmem233	2477
C330018A13Rik	1599
Ccdc60	4703
Gm14507	347
Gm13837	337
Gm13839	506
Gm13838	531
B230112J18Rik	602
4933424N20Rik	1463
4930562A09Rik	734
Hspb8	1950
Srrm4os	3655
Srrm4	8678
Gm42853	1387
4933430H06Rik	1343
Gm42854	722
Gstm2-ps1	657
Gm43122	850
Gm29926	660
4930569F06Rik	433
Gm7478	581
Suds3	11321
9530046B11Rik	1157
Taok3	11159
Gm43637	2926
n-R5s174	121
Pebp1	1768
Gm3786	378
Gm42546	2592
BC051077	2044
Gm10399	748
Vsig10	5305
Gm15727	437
Wsb2	5857
Rfc5	4669
Gm15728	3561
Ksr2	13590
Gm42550	960
Nos1	11151
Gm37028	107
Gm26995	1306
Gm25343	107
Fbxo21	5545
Gm42545	922
Tesc	1591
Fbxw8	5525
Gm9754	3004
Gm26411	107
Hrk	5677
Rnft2	5593
Gm24050	290
2410131K14Rik	5649
Gm25076	132
Gm28563	211
Gm26455	92
Gm15754	758
Med13l	15427
Gm43785	1345
Gm43788	2417
Gm43275	1020
Gm43274	5000
Gm43052	1628
Gm43051	2678
Gm43782	229
Gm43342	924
4930413E15Rik	1290
Gm43784	2436
1700081H04Rik	1128
Gm7538	1348
n-R5s175	117
Gm31314	609
Tbx3os1	3167
Gm43399	2374
Gm16063	1701
Gm16064	464
Tbx3	6624
Tbx3os2	1345
1700021F13Rik	549
Gm43050	2877
Tbx5	4675
Gm43269	518
Gm38554	708
n-R5s176	109
Rbm19	5280
Gm10390	8073
Gm42655	1134
Gm26474	122
Gm42654	639
Gm27199	623
Lhx5	2689
Sdsl	1497
Sds	1694
Gm15690	432
Plbd2	6620
Slc8b1	3463
Tpcn1	8462
2510016D11Rik	985
Iqcd	1680
Rita1	2836
Ddx54	6128
Gm43579	1307
Cfap73	921
Gm42657	211
Gm15749	612
Rasal1	3539
Dtx1	5270
Oas2	4451
Gm43068	1273
Oas3	7069
Gm43069	859
Oas1e	1801
Oas1c	2405
Oas1b	1992
Oas1f	1480
Gm22907	126
Oas1h	1703
Oas1g	2340
Oas1a	1885
Oas1d	2021
AC015535.1	503
Rph3a	4639
Gm42656	2305
Ptpn11	7492
Gm42930	3260
Rpl6	3140
Gm26205	134
Hectd4	16443
Gm24671	158
Trafd1	4486
Gm42917	928
Gm42918	1580
Naa25	8298
Gm43420	1857
Erp29	9060
Tmem116	3732
Gm15546	826
Adam1b	3338
4930477O15Rik	1089
Adam1a	7508
Gm42878	4783
Mapkapk5	3195
Gm15547	333
Aldh2	5126
Gm42879	2214
Acad12	6516
Acad10	6068
Brap	8419
Atxn2	15689
Gm43571	3098
Gm16552	685
Gm42866	3304
Sh2b3	4807
Mir7031	65
1700008B11Rik	634
4933437G19Rik	1178
Pheta1	2412
Cux2	10082
Gm3970	334
Gm15637	817
Myl2	1950
Ccdc63	7351
Ppp1cc	3424
Gm42748	2341
Hvcn1	3563
Tctn1	8295
Gm15481	539
Pptc7	4719
Gm15842	618
Rad9b	4322
Vps29	6148
Fam216a	1388
Gpn3	2508
Gm42830	313
Arpc3	2762
Gm42829	2585
Anapc7	5119
Gm15846	320
Atp2a2	6081
Gm43359	2200
Gm43360	2887
Gm43361	4690
Gm22965	101
Ift81	5840
Gm43541	581
Gm43301	778
P2rx7	5970
Mir8115	119
Gm10064	399
P2rx4	7025
Camkk2	10921
Gm43684	6573
Anapc5	6111
Rnf34	4440
Kdm2b	10869
Gm43411	1579
Gm44574	390
A930024E05Rik	1896
Gm2479	1117
Orai1	2295
Morn3	1353
Gm43412	2818
Gm6444	458
Tmem120b	2852
Rhof	4602
Gm43413	1566
AI480526	4725
Gm38102	2006
4932422M17Rik	2639
Setd1b	12068
Psmd9	7248
Hpd	2128
Gm43409	2162
Wdr66	8961
Rpl35a-ps6	333
Gm15857	789
Gm15860	976
Bcl7a	9490
Gm23458	169
5830487J09Rik	2243
Gm15747	801
Mlxip	8326
Gm42907	2148
Gm42908	870
Gm43813	5378
Rpl31-ps6	378
Il31	1208
Lrrc43	2066
Gm15751	1862
Diablo	6166
B3gnt4	1423
Gm49027	1956
Gm24682	137
Mir7647	59
Vps33a	4790
Gm43133	463
Clip1	12388
Gm24840	147
Gm42651	1339
Gm43797	532
Zcchc8	5251
Rsrc2	8172
Kntc1	7983
Hcar2	1930
Hcar1	3285
Denr	6094
Gm43518	650
Ccdc62	8505
Hip1r	7369
Mir7032	79
Vps37b	2789
Gm37939	447
Gm34086	743
Gm43661	687
Abcb9	5601
Gm16001	1063
Ogfod2	2260
Arl6ip4	1442
Pitpnm2	12843
Pitpnm2os2	3821
Pitpnm2os1	1618
Gm42425	565
Mphosph9	8544
Gm23171	264
Gm43339	1606
Gm43340	1344
2810006K23Rik	2873
Cdk2ap1	2078
Sbno1	19933
Gm37415	2183
Gm27486	80
Kmt5a	5307
Rilpl2	3925
Gm15621	364
Snrnp35	1347
Rilpl1	2463
Gm43034	1364
Tmed2	2527
Ddx55	5300
Eif2b1	2581
Gtf2h3	6311
Tctn2	8318
Atp6v0a2	6726
Gm24854	98
4930404A12Rik	727
Dnah10	16086
Gm43777	376
Ccdc92	2729
Zfp664	7832
Rflna	1940
Ncor2	10490
Gm42838	439
Gm42839	525
Gm32585	764
Scarb1	8500
Gm42633	2764
Gm40323	645
Ubc	2893
Gm10382	1234
Dhx37	5024
Gm43752	697
Bri3bp	6571
Gm43756	2838
Aacs	3854
Gm27551	77
Tmem132b	8238
Gm4868	789
1700048F04Rik	1064
Gm42945	613
Gm42952	1812
Gm7774	533
Gm23151	107
Gm37700	965
Gm40330	669
Gm24839	107
1700081B01Rik	769
Gm33347	681
Gm42953	581
Gm40331	217
Gm42955	3393
4933438B17Rik	1745
Gm43475	400
4930572K03Rik	936
Gm43476	405
Tmem132c	5850
Tmem132cos	882
9430087B13Rik	1085
Gm42980	1028
Slc15a4	5312
Gm43474	774
Glt1d1	4378
Tmem132d	6481
Gm17132	1158
Gm17131	3846
Gm42497	1958
Gm42496	3241
Gm42817	607
Gm42495	405
Gm42500	517
4930573I07Rik	419
Gm42499	1412
Fzd10os	3394
Gm42498	1372
Fzd10	3250
Piwil1	4358
4930553I04Rik	670
Rimbp2	8646
Gm42875	1015
Gm42871	315
Stx2	4586
Ran	2646
Adgrd1	8321
Rps16-ps2	441
Gm43001	724
Gm40332	938
Sfswap	8000
Gm42979	2228
Mmp17	6619
Gm6139	882
Zfp11	3929
Sept14	1738
Mrps17	6490
Nipsnap2	2750
Gm15903	3614
Psph	4329
Cct6a	3620
Gm23245	135
Snora15	131
Sumf2	2671
Phkg1	6509
Gm42790	969
Chchd2	2269
Zbed5	4976
Nupr1l	2489
Vkorc1l1	5262
Gm42986	3385
Gm43482	1861
Gusb	4548
Asl	4831
Crcp	1585
Tpst1	2789
2210412B16Rik	498
Kctd7	4368
Rabgef1	4168
Gm15920	402
Gm15921	483
Tmem248	4086
Gm6598	2615
Gm42467	1447
Sbds	2033
Tyw1	7388
Caln1	10483
A330070K13Rik	706
Gm43418	428
Gm23761	104
Gm42894	3390
Galnt17	9408
Gm42897	2112
Gm42896	1113
Gm43165	1635
Gm43166	4379
Gm29681	4233
Auts2	22890
Gm27266	123
Gm42589	1751
Gm42588	1297
2810432F15Rik	657
Gm42591	700
Gm43483	2860
Gm42443	1155
Gm42442	1133
4930563F08Rik	515
C230071H17Rik	2973
Gm42441	748
Gm42440	2284
Gm42439	486
Gm42438	974
Gm42991	3837
Gm42992	6836
2610011E03Rik	2235
Gm42993	7325
Gm42995	1330
Gm42996	1636
Gm42989	2306
Gm43019	2863
Gm43018	1275
Gm43187	2397
Gm43188	2160
Gm43186	824
Gm28616	441
Gm42626	1148
Gm38373	288
Gm25722	279
Gm42625	922
Gm10051	414
Gm17979	611
Gm36667	753
Gm7902	947
Gm2404	844
1700030N18Rik	966
Gm15627	437
Castor2	7560
Rcc1l	2843
B230377A18Rik	1364
Gtf2ird2	6200
Gm24139	288
Ncf1	3663
Gtf2i	10199
Gm43481	3672
Gm43480	416
Mir3965	69
Gtf2ird1	7594
n-R5s178	114
Gm26340	99
Gm42882	506
Gm16020	210
Gm42885	4214
Clip2	5187
2700029L08Rik	1465
Gm42884	735
Syna	2026
Mir7228	39
Rfc2	6303
Lat2	2621
Eif4h	5551
Limk1	7162
Gm10369	1148
Eln	8098
Gm30003	1433
Tmem270	933
Cldn13	1067
Gm50473	607
4933439J24Rik	853
Gm50474	613
9030607J07Rik	1622
Mettl27	3347
Cldn4	1816
Cldn3	1259
Wbscr25	2118
Rps29-ps	172
Gm43372	3016
Abhd11	2172
Abhd11os	701
Stx1a	2666
Bud23	3386
Gm25492	129
Dnajc30	1661
Vps37d	1544
Mlxipl	5538
Gm43500	312
Tbl2	7855
Bcl7b	2404
Baz1b	13667
Gm25315	121
Fzd9	2293
9430007M09Rik	804
Fkbp6	1753
Trim50	1807
Nsun5	4317
Pom121	5580
Mir7033	81
Hip1	12961
Gm42731	1641
Ccl26	282
Ccl24	1295
Gm43123	3471
Rhbdd2	7534
Gm15607	358
Gm21839	378
Gm43091	423
Por	4021
Gm16061	857
Tmem120a	1730
Mir7034	84
Styxl1	1770
Mdh2	3562
Srrm3	6406
Gm23268	78
Srrm3os	1271
Gm22450	107
Hspb1	1031
Gm42533	157
Ywhag	5500
Ssc4d	2976
Zp3	1323
Dtx2	7032
Upk3b	3530
Upk3bl	1303
Rasa4	7485
Gm22214	172
Gm15701	573
Mir7035	82
Polr2j	1106
Gm43604	705
Lrwd1	6943
Alkbh4	2117
Orai2	6077
Prkrip1	3967
Gm5050	775
Sh2b2	5406
Cux1	20024
Gm16599	1182
A430110C17Rik	4348
Mir721	88
Gm38082	6882
Myl10	1203
Col26a1	8176
Gm20485	394
Gm43649	391
Ift22	3608
4933404O12Rik	4748
Fis1	1714
Cldn15	2124
Znhit1	1860
Plod3	4519
Mir702	109
Gm7284	944
Gm26989	749
Vgf	2973
Ap1s1	2198
Serpine1	3876
Trim56	9281
Muc3	1943
Gm3054	265
Gm40348	452
CAAA01077340.1	1364
Gm20768	2338
Muc3a	1887
Gm42456	387
Ache	4623
Mir8116	97
Ufsp1	1037
Srrt	5244
Mir7036	65
Gm43013	247
Trip6	2429
Slc12a9	5020
Gm43012	937
Ephb4	4640
Zan	19813
Rpl36-ps9	277
Epo	855
Pop7	1081
9130604C24Rik	956
Gm8066	485
Gigyf1	5505
Gnb2	3402
Mir6418	115
Gm17112	432
Actl6b	4267
Tfr2	4336
Mospd3	1839
Gm7285	580
Pcolce	3823
Fbxo24	2512
Gm36266	1749
Gm16089	336
Lrch4	3925
Gm20605	4464
Sap25	1569
Irs3	2338
Agfg2	3822
Gm15498	723
Gm15753	1062
Nyap1	5244
Tsc22d4	7509
Ppp1r35	1085
Mepce	3553
Zcwpw1	5697
Pilra	3090
Pilrb1	1957
Gm36551	300
Pilrb2	1957
Gm43495	205
Gm43494	388
Gm3103	752
Cyp3a13	2956
Gm15502	208
Gm8099	742
Gjc3	4356
Azgp1	1610
Gm4963	378
Gm29127	517
Smok3a	2742
Smok3b	2593
Smok3c	2330
Zkscan1	8541
Gm43493	202
Zscan21	3198
Zfp113	6754
Cops6	2525
Mcm7	4426
Mir25	84
Mir93	88
Mir106b	82
Ap4m1	5361
Taf6	4476
Cnpy4	2399
Mblac1	1308
Gm454	837
Gm43645	341
Gm22956	80
Nxpe5	4473
Lamtor4	1302
Map11	3847
6330418K02Rik	1339
Gal3st4	3252
Gm43720	6411
Gpc2	4274
Stag3	5733
Pvrig	1080
Pvrig-ps	204
Gm10874	2355
Got2-ps1	1293
Gm25525	107
Cyp3a61-ps1	592
Gm48029	320
Zfp157	8782
Gm5564	967
Vmn2r-ps24	858
1700123K08Rik	1844
Zfp68	7962
Gm24082	83
Gm15497	551
Gm42815	1470
A430033K04Rik	4097
Gm38232	411
Fam20c	6590
Gm5294	651
Pdgfa	3119
