"ID" "length" "ENSEMBL"
"3695" "Cox5a" 437 "ENSMUSG00000000088"
"3696" "Cox5b" 386 "ENSMUSG00000061518"
"3697" "Cox6a1" 336 "ENSMUSG00000041697"
"3698" "Cox6a2" 291 "ENSMUSG00000030785"
"3699" "Cox6b1" 258 "ENSMUSG00000036751"
"3700" "Cox6b2" 264 "ENSMUSG00000051811"
"3701" "Cox6c" 229 "ENSMUSG00000014313"
"3702" "Cox7a1" 239 "ENSMUSG00000074218"
"3703" "Cox7a2" 248 "ENSMUSG00000032330"
"3704" "Cox7a2l" 401 "ENSMUSG00000024248"
"3705" "Cox7b" 240 "ENSMUSG00000031231"
"3706" "Cox7b2" 248 "ENSMUSG00000049387"
"3707" "Cox7c" 190 "ENSMUSG00000017778"
"3708" "Cox8a" 208 "ENSMUSG00000035885"
"3709" "Cox8b" 211 "ENSMUSG00000025488"
"3710" "Cox8c" 217 "ENSMUSG00000043319"
"3711" "Cp" 3242 "ENSMUSG00000003617"
"3712" "Cpa1" 1250 "ENSMUSG00000054446"
"3713" "Cpa2" 1243 "ENSMUSG00000071553"
"3714" "Cpa3" 1243 "ENSMUSG00000001865"
"3715" "Cpa4" 1252 "ENSMUSG00000039070"
"3716" "Cpa5" 1300 "ENSMUSG00000029788"
"3717" "Cpa6" 1306 "ENSMUSG00000042501"
"3718" "Cpb1" 1237 "ENSMUSG00000011463"
"3719" "Cpb2" 1258 "ENSMUSG00000021999"
"3720" "Cpd" 4113 "ENSMUSG00000020841"
"3721" "Cpe" 1422 "ENSMUSG00000037852"
"3722" "Cpeb1" 1677 "ENSMUSG00000025586"
"3723" "Cpeb2" 3057 "ENSMUSG00000039782"
"3724" "Cpeb3" 2141 "ENSMUSG00000039652"
"3725" "Cpeb3" 2141 "ENSMUSG00000111861"
"3726" "Cpeb4" 2180 "ENSMUSG00000020300"
"3727" "Cped1" 3059 "ENSMUSG00000062980"
"3728" "Cphx1" 545 "ENSMUSG00000095975"
"3729" "Cphx2" 545 "ENSMUSG00000098463"
"3730" "Cphx3" 545 "ENSMUSG00000094817"
"3731" "Cplane1" 9594 "ENSMUSG00000039801"
"3732" "Cplane2" 772 "ENSMUSG00000073733"
"3733" "Cplx1" 402 "ENSMUSG00000033615"
"3734" "Cplx2" 402 "ENSMUSG00000025867"
"3735" "Cplx3" 474 "ENSMUSG00000039714"
"3736" "Cplx4" 480 "ENSMUSG00000024519"
"3737" "Cpm" 1324 "ENSMUSG00000020183"
"3738" "Cpn1" 1365 "ENSMUSG00000025196"
"3739" "Cpn2" 1643 "ENSMUSG00000023176"
"3740" "Cpne1" 1596 "ENSMUSG00000074643"
"3741" "Cpne2" 1632 "ENSMUSG00000034361"
"3742" "Cpne3" 1587 "ENSMUSG00000028228"
"3743" "Cpne4" 1659 "ENSMUSG00000032564"
"3744" "Cpne5" 1761 "ENSMUSG00000024008"
"3745" "Cpne6" 1659 "ENSMUSG00000022212"
"3746" "Cpne7" 1659 "ENSMUSG00000034796"
"3747" "Cpne8" 1714 "ENSMUSG00000052560"
"3748" "Cpne9" 1641 "ENSMUSG00000030270"
"3749" "Cpox" 1325 "ENSMUSG00000022742"
"3750" "Cpped1" 935 "ENSMUSG00000065979"
"3751" "Cpq" 1406 "ENSMUSG00000039007"
"3752" "Cps1" 4465 "ENSMUSG00000025991"
"3753" "Cpsf1" 4316 "ENSMUSG00000034022"
"3754" "Cpsf2" 2335 "ENSMUSG00000041781"
"3755" "Cpsf3" 2037 "ENSMUSG00000054309"
"3756" "Cpsf4" 802 "ENSMUSG00000029625"
"3757" "Cpsf4l" 836 "ENSMUSG00000018727"
"3758" "Cpsf6" 1650 "ENSMUSG00000055531"
"3759" "Cpsf7" 1408 "ENSMUSG00000034820"
"3760" "Cpt1a" 2304 "ENSMUSG00000024900"
"3761" "Cpt1b" 2301 "ENSMUSG00000078937"
"3762" "Cpt1c" 2379 "ENSMUSG00000007783"
"3763" "Cpt2" 1972 "ENSMUSG00000028607"
"3764" "Cptp" 649 "ENSMUSG00000029073"
"3765" "Cpvl" 1425 "ENSMUSG00000052955"
"3766" "Cpxcr1" 968 "ENSMUSG00000072995"
"3767" "Cpxm1" 2155 "ENSMUSG00000027408"
"3768" "Cpxm2" 2281 "ENSMUSG00000030862"
"3769" "Cpz" 1954 "ENSMUSG00000036596"
"3770" "Cr1l" 1313 "ENSMUSG00000016481"
"3771" "Cr2" 4202 "ENSMUSG00000026616"
"3772" "Crabp1" 410 "ENSMUSG00000032291"
"3773" "Crabp2" 413 "ENSMUSG00000004885"
"3774" "Cracr2a" 2164 "ENSMUSG00000061414"
"3775" "Cracr2b" 1176 "ENSMUSG00000048200"
"3776" "Cradd" 598 "ENSMUSG00000045867"
"3777" "Cramp1l" 3838 "ENSMUSG00000038002"
"3778" "Crat" 1867 "ENSMUSG00000026853"
"3779" "Crb1" 4206 "ENSMUSG00000063681"
"3780" "Crb2" 3836 "ENSMUSG00000035403"
"3781" "Crb3" 350 "ENSMUSG00000044279"
"3782" "Crbn" 1327 "ENSMUSG00000005362"
"3783" "Crcp" 441 "ENSMUSG00000025532"
"3784" "Crct1" 308 "ENSMUSG00000027913"
"3785" "Creb1" 1018 "ENSMUSG00000025958"
"3786" "Creb3" 1131 "ENSMUSG00000028466"
"3787" "Creb3l1" 1551 "ENSMUSG00000027230"
"3788" "Creb3l2" 1554 "ENSMUSG00000038648"
"3789" "Creb3l3" 1430 "ENSMUSG00000035041"
"3790" "Creb3l4" 1104 "ENSMUSG00000027938"
"3791" "Creb5" 1496 "ENSMUSG00000053007"
"3792" "Crebbp" 7295 "ENSMUSG00000022521"
"3793" "Crebl2" 368 "ENSMUSG00000032652"
"3794" "Crebrf" 1915 "ENSMUSG00000048249"
"3795" "Crebzf" 1076 "ENSMUSG00000051451"
"3796" "Creg1" 659 "ENSMUSG00000040713"
"3797" "Creg2" 863 "ENSMUSG00000050967"
"3798" "Creld1" 1253 "ENSMUSG00000030284"
"3799" "Creld2" 1043 "ENSMUSG00000023272"
"3800" "Crem" 1065 "ENSMUSG00000063889"
"3801" "Crh" 563 "ENSMUSG00000049796"
"3802" "Crhbp" 962 "ENSMUSG00000021680"
"3803" "Crhr1" 1235 "ENSMUSG00000018634"
"3804" "Crhr2" 1283 "ENSMUSG00000003476"
"3805" "Crim1" 3097 "ENSMUSG00000024074"
"3806" "Crip1" 230 "ENSMUSG00000006360"
"3807" "Crip2" 620 "ENSMUSG00000006356"
"3808" "Crip3" 610 "ENSMUSG00000023968"
"3809" "Cript" 301 "ENSMUSG00000024146"
"3810" "Crisp1" 728 "ENSMUSG00000025431"
"3811" "Crisp2" 725 "ENSMUSG00000023930"
"3812" "Crisp3" 719 "ENSMUSG00000025433"
"3813" "Crisp4" 873 "ENSMUSG00000025774"
"3814" "Crispld1" 1489 "ENSMUSG00000025776"
"3815" "Crispld2" 1474 "ENSMUSG00000031825"
"3816" "Crk" 912 "ENSMUSG00000017776"
"3817" "Crkl" 909 "ENSMUSG00000006134"
"3818" "Crlf1" 1269 "ENSMUSG00000007888"
"3819" "Crlf2" 1072 "ENSMUSG00000033467"
"3820" "Crlf3" 1321 "ENSMUSG00000017561"
"3821" "Crls1" 905 "ENSMUSG00000027357"
"3822" "Crmp1" 2047 "ENSMUSG00000029121"
"3823" "Crnkl1" 2059 "ENSMUSG00000001767"
"3824" "Crnn" 1561 "ENSMUSG00000078657"
"3825" "Crocc" 5993 "ENSMUSG00000040860"
"3826" "Crocc2" 4885 "ENSMUSG00000084989"
"3827" "Crot" 1823 "ENSMUSG00000003623"
"3828" "Crp" 676 "ENSMUSG00000037942"
"3829" "Crppa" 1334 "ENSMUSG00000043153"
"3830" "Crtac1" 1926 "ENSMUSG00000042401"
"3831" "Crtam" 1172 "ENSMUSG00000032021"
"3832" "Crtap" 1196 "ENSMUSG00000032431"
"3833" "Crtc1" 1879 "ENSMUSG00000003575"
"3834" "Crtc2" 2065 "ENSMUSG00000027936"
"3835" "Crtc3" 1845 "ENSMUSG00000030527"
"3836" "Crx" 968 "ENSMUSG00000041578"
"3837" "Crxos" 736 "ENSMUSG00000074365"
"3838" "Cry1" 1809 "ENSMUSG00000020038"
"3839" "Cry2" 1768 "ENSMUSG00000068742"
"3840" "Cryaa" 605 "ENSMUSG00000024041"
"3841" "Cryab" 525 "ENSMUSG00000032060"
"3842" "Cryba1" 642 "ENSMUSG00000000724"
"3843" "Cryba2" 590 "ENSMUSG00000006546"
"3844" "Cryba4" 586 "ENSMUSG00000066975"
"3845" "Crybb1" 748 "ENSMUSG00000029343"
"3846" "Crybb2" 613 "ENSMUSG00000042240"
"3847" "Crybb3" 631 "ENSMUSG00000029352"
"3848" "Crybg1" 6176 "ENSMUSG00000019866"
"3849" "Crybg2" 4532 "ENSMUSG00000012123"
"3850" "Crybg3" 8837 "ENSMUSG00000022723"
"3851" "Cryga" 522 "ENSMUSG00000044429"
"3852" "Crygb" 525 "ENSMUSG00000073658"
"3853" "Crygc" 525 "ENSMUSG00000025952"
"3854" "Crygd" 522 "ENSMUSG00000067299"
"3855" "Cryge" 522 "ENSMUSG00000070870"
"3856" "Crygf" 522 "ENSMUSG00000025945"
"3857" "Crygn" 548 "ENSMUSG00000038135"
"3858" "Crygs" 534 "ENSMUSG00000033501"
"3859" "Cryl1" 952 "ENSMUSG00000021947"
"3860" "Crym" 934 "ENSMUSG00000030905"
"3861" "Cryz" 988 "ENSMUSG00000028199"
"3862" "Cryzl1" 1035 "ENSMUSG00000058240"
"3863" "Cryzl2" 1043 "ENSMUSG00000033488"
"3864" "Cs" 1384 "ENSMUSG00000005683"
"3865" "Csad" 1468 "ENSMUSG00000023044"
"3866" "Csdc2" 462 "ENSMUSG00000042109"
"3867" "Csde1" 2379 "ENSMUSG00000068823"
"3868" "Cse1l" 2892 "ENSMUSG00000002718"
"3869" "Csf1" 1651 "ENSMUSG00000014599"
"3870" "Csf1r" 2913 "ENSMUSG00000024621"
"3871" "Csf2" 422 "ENSMUSG00000018916"
"3872" "Csf2ra" 1156 "ENSMUSG00000059326"
"3873" "Csf2rb" 2678 "ENSMUSG00000071713"
"3874" "Csf2rb2" 2624 "ENSMUSG00000071714"
"3875" "Csf3" 622 "ENSMUSG00000038067"
"3876" "Csf3r" 2499 "ENSMUSG00000028859"
"3877" "Csgalnact1" 1586 "ENSMUSG00000036356"
"3878" "Csgalnact2" 1622 "ENSMUSG00000042042"
"3879" "Csk" 1341 "ENSMUSG00000032312"
"3880" "Csl" 1400 "ENSMUSG00000046934"
"3881" "Csmd1" 10625 "ENSMUSG00000060924"
"3882" "Csmd2" 10766 "ENSMUSG00000028804"
"3883" "Csmd3" 11053 "ENSMUSG00000022311"
"3884" "Csn1s1" 910 "ENSMUSG00000070702"
"3885" "Csn1s2a" 543 "ENSMUSG00000061937"
"3886" "Csn1s2b" 421 "ENSMUSG00000061388"
"3887" "Csn2" 689 "ENSMUSG00000063157"
"3888" "Csn3" 543 "ENSMUSG00000001622"
"3889" "Csnk1a1" 1087 "ENSMUSG00000024576"
"3890" "Csnk1d" 1239 "ENSMUSG00000025162"
"3891" "Csnk1e" 1242 "ENSMUSG00000022433"
"3892" "Csnk1g1" 1368 "ENSMUSG00000032384"
"3893" "Csnk1g2" 1319 "ENSMUSG00000003345"
"3894" "Csnk1g3" 1263 "ENSMUSG00000073563"
"3895" "Csnk2a1" 1164 "ENSMUSG00000074698"
"3896" "Csnk2a2" 1042 "ENSMUSG00000046707"
"3897" "Csnk2b" 768 "ENSMUSG00000024387"
"3898" "Csnka2ip" 2162 "ENSMUSG00000068167"
"3899" "Cspg4" 6974 "ENSMUSG00000032911"
"3900" "Cspg5" 1696 "ENSMUSG00000032482"
"3901" "Cspp1" 3565 "ENSMUSG00000056763"
"3902" "Csrnp1" 1748 "ENSMUSG00000032515"
"3903" "Csrnp2" 1601 "ENSMUSG00000044636"
"3904" "Csrnp3" 1789 "ENSMUSG00000044647"
"3905" "Csrp1" 577 "ENSMUSG00000026421"
"3906" "Csrp2" 577 "ENSMUSG00000020186"
"3907" "Csrp3" 580 "ENSMUSG00000030470"
"3908" "Cst10" 444 "ENSMUSG00000033156"
"3909" "Cst11" 417 "ENSMUSG00000036958"
"3910" "Cst12" 384 "ENSMUSG00000027443"
"3911" "Cst13" 423 "ENSMUSG00000036924"
"3912" "Cst3" 420 "ENSMUSG00000027447"
"3913" "Cst6" 447 "ENSMUSG00000024846"
"3914" "Cst7" 431 "ENSMUSG00000068129"
"3915" "Cst8" 426 "ENSMUSG00000027442"
"3916" "Cst9" 411 "ENSMUSG00000027445"
"3917" "Csta1" 291 "ENSMUSG00000034362"
"3918" "Csta2" 291 "ENSMUSG00000095620"
"3919" "Csta3" 291 "ENSMUSG00000094733"
"3920" "Cstad" 313 "ENSMUSG00000047363"
"3921" "Cstb" 294 "ENSMUSG00000005054"
"3922" "Cstdc1" 390 "ENSMUSG00000027444"
"3923" "Cstdc2" 399 "ENSMUSG00000027446"
"3924" "Cstdc4" 291 "ENSMUSG00000079597"
"3925" "Cstdc5" 291 "ENSMUSG00000071561"
"3926" "Cstdc6" 288 "ENSMUSG00000079594"
"3927" "Cstf1" 1291 "ENSMUSG00000027498"
"3928" "Cstf2" 1730 "ENSMUSG00000031256"
"3929" "Cstf2t" 1898 "ENSMUSG00000053536"
"3930" "Cstf3" 2133 "ENSMUSG00000027176"
"3931" "Cstl1" 420 "ENSMUSG00000055177"
"3932" "Ctag2" 657 "ENSMUSG00000031181"
"3933" "Ctag2l1" 624 "ENSMUSG00000079536"
"3934" "Ctag2l2" 624 "ENSMUSG00000079532"
"3935" "Ctbp1" 1317 "ENSMUSG00000037373"
"3936" "Ctbp2" 2958 "ENSMUSG00000030970"
"3937" "Ctbs" 1094 "ENSMUSG00000028189"
"3938" "Ctc1" 3616 "ENSMUSG00000020898"
"3939" "Ctcf" 2201 "ENSMUSG00000005698"
"3940" "Ctcfl" 1901 "ENSMUSG00000070495"
"3941" "Ctdnep1" 727 "ENSMUSG00000018559"
"3942" "Ctdp1" 2870 "ENSMUSG00000033323"
"3943" "Ctdsp1" 779 "ENSMUSG00000026176"
"3944" "Ctdsp2" 805 "ENSMUSG00000078429"
"3945" "Ctdspl" 823 "ENSMUSG00000047409"
"3946" "Ctdspl2" 1386 "ENSMUSG00000033411"
"3947" "Ctf1" 609 "ENSMUSG00000042340"
"3948" "Ctf2" 612 "ENSMUSG00000060034"
"3949" "Cth" 1185 "ENSMUSG00000028179"
"3950" "Cthrc1" 734 "ENSMUSG00000054196"
"3951" "Cthrc1" 734 "ENSMUSG00000106929"
"3952" "Ctif" 1861 "ENSMUSG00000052928"
"3953" "Ctla2a" 409 "ENSMUSG00000044258"
"3954" "Ctla2b" 338 "ENSMUSG00000074874"
"3955" "Ctla4" 668 "ENSMUSG00000026011"
"3956" "Ctla4" 668 "ENSMUSG00000103326"
"3957" "Ctnna1" 2704 "ENSMUSG00000037815"
"3958" "Ctnna2" 2844 "ENSMUSG00000063063"
"3959" "Ctnna3" 2671 "ENSMUSG00000060843"
"3960" "Ctnnal1" 2177 "ENSMUSG00000038816"
"3961" "Ctnnb1" 2332 "ENSMUSG00000006932"
"3962" "Ctnnbip1" 243 "ENSMUSG00000028988"
"3963" "Ctnnbl1" 1676 "ENSMUSG00000027649"
"3964" "Ctnnd1" 2799 "ENSMUSG00000034101"
"3965" "Ctnnd1" 2799 "ENSMUSG00000101645"
"3966" "Ctnnd2" 3718 "ENSMUSG00000022240"
"3967" "Ctns" 1094 "ENSMUSG00000005949"
"3968" "Ctps" 1759 "ENSMUSG00000028633"
"3969" "Ctps2" 1744 "ENSMUSG00000031360"
"3970" "Ctr9" 3497 "ENSMUSG00000005609"
"3971" "Ctrb1" 785 "ENSMUSG00000031957"
"3972" "Ctrl" 788 "ENSMUSG00000031896"
"3973" "Cts3" 992 "ENSMUSG00000074870"
"3974" "Cts6" 998 "ENSMUSG00000021441"
"3975" "Cts7" 989 "ENSMUSG00000021440"
"3976" "Cts8" 995 "ENSMUSG00000057446"
"3977" "Ctsa" 1464 "ENSMUSG00000017760"
"3978" "Ctsb" 1011 "ENSMUSG00000021939"
"3979" "Ctsc" 1382 "ENSMUSG00000030560"
"3980" "Ctsd" 1224 "ENSMUSG00000007891"
"3981" "Ctse" 1185 "ENSMUSG00000004552"
"3982" "Ctsf" 1375 "ENSMUSG00000083282"
"3983" "Ctsg" 781 "ENSMUSG00000040314"
"3984" "Ctsh" 990 "ENSMUSG00000032359"
"3985" "Ctsj" 998 "ENSMUSG00000055298"
"3986" "Ctsk" 983 "ENSMUSG00000028111"
"3987" "Ctsl" 998 "ENSMUSG00000021477"
"3988" "Ctsll3" 989 "ENSMUSG00000056728"
"3989" "Ctsm" 995 "ENSMUSG00000074871"
"3990" "Ctso" 931 "ENSMUSG00000028015"
"3991" "Ctsq" 1025 "ENSMUSG00000021439"
"3992" "Ctsr" 998 "ENSMUSG00000055679"
"3993" "Ctss" 1018 "ENSMUSG00000038642"
"3994" "Ctsw" 1106 "ENSMUSG00000024910"
"3995" "Ctsz" 915 "ENSMUSG00000016256"
"3996" "Cttn" 1625 "ENSMUSG00000031078"
"3997" "Cttnbp2" 4924 "ENSMUSG00000000416"
"3998" "Cttnbp2nl" 1913 "ENSMUSG00000062127"
"3999" "Ctu1" 1261 "ENSMUSG00000038888"
"4000" "Ctu2" 1530 "ENSMUSG00000049482"
"4001" "Ctxn1" 248 "ENSMUSG00000048644"
"4002" "Ctxn2" 248 "ENSMUSG00000074872"
"4003" "Ctxn3" 242 "ENSMUSG00000069372"
"4004" "Cubn" 10805 "ENSMUSG00000026726"
"4005" "Cuedc1" 1158 "ENSMUSG00000018378"
"4006" "Cuedc1" 1158 "ENSMUSG00000098571"
"4007" "Cuedc2" 847 "ENSMUSG00000036748"
"4008" "Cul1" 2310 "ENSMUSG00000029686"
"4009" "Cul2" 2218 "ENSMUSG00000024231"
"4010" "Cul3" 2291 "ENSMUSG00000004364"
"4011" "Cul4a" 2260 "ENSMUSG00000031446"
"4012" "Cul4b" 2891 "ENSMUSG00000031095"
"4013" "Cul7" 5045 "ENSMUSG00000038545"
"4014" "Cul9" 7553 "ENSMUSG00000040327"
"4015" "Cuta" 528 "ENSMUSG00000024194"
"4016" "Cutal" 465 "ENSMUSG00000026870"
"4017" "Cutc" 810 "ENSMUSG00000025193"
"4018" "Cux1" 4492 "ENSMUSG00000029705"
"4019" "Cux2" 4261 "ENSMUSG00000042589"
"4020" "Cuzd1" 1815 "ENSMUSG00000040205"
"4021" "Cwc15" 684 "ENSMUSG00000004096"
"4022" "Cwc22" 2708 "ENSMUSG00000027014"
"4023" "Cwc25" 1241 "ENSMUSG00000018541"
"4024" "Cwc27" 1396 "ENSMUSG00000021715"
"4025" "Cwf19l1" 1600 "ENSMUSG00000025200"
"4026" "Cwf19l2" 2646 "ENSMUSG00000025898"
"4027" "Cwh43" 2084 "ENSMUSG00000029154"
"4028" "Cx3cl1" 1185 "ENSMUSG00000031778"
"4029" "Cx3cr1" 1064 "ENSMUSG00000052336"
"4030" "Cxadr" 1091 "ENSMUSG00000022865"
"4031" "Cxcl1" 287 "ENSMUSG00000029380"
"4032" "Cxcl10" 293 "ENSMUSG00000034855"
"4033" "Cxcl12" 356 "ENSMUSG00000061353"
"4034" "Cxcl13" 326 "ENSMUSG00000023078"
"4035" "Cxcl14" 296 "ENSMUSG00000021508"
"4036" "Cxcl15" 500 "ENSMUSG00000029375"
"4037" "Cxcl16" 736 "ENSMUSG00000018920"
"4038" "Cxcl17" 356 "ENSMUSG00000060188"
"4039" "Cxcl2" 299 "ENSMUSG00000058427"
"4040" "Cxcl3" 299 "ENSMUSG00000029379"
"4041" "Cxcl5" 395 "ENSMUSG00000029371"
"4042" "Cxcl9" 377 "ENSMUSG00000029417"
"4043" "Cxcr1" 1055 "ENSMUSG00000048480"
"4044" "Cxcr2" 1079 "ENSMUSG00000026180"
"4045" "Cxcr3" 1102 "ENSMUSG00000050232"
"4046" "Cxcr4" 1078 "ENSMUSG00000045382"
"4047" "Cxcr5" 1123 "ENSMUSG00000047880"
"4048" "Cxcr6" 1055 "ENSMUSG00000048521"
"4049" "Cxxc1" 1968 "ENSMUSG00000024560"
"4050" "Cxxc4" 1099 "ENSMUSG00000044365"
"4051" "Cxxc5" 952 "ENSMUSG00000046668"
"4052" "Cyb561" 748 "ENSMUSG00000019590"
"4053" "Cyb561a3" 769 "ENSMUSG00000034445"
"4054" "Cyb561d1" 687 "ENSMUSG00000048796"
"4055" "Cyb561d2" 666 "ENSMUSG00000037190"
"4056" "Cyb5a" 400 "ENSMUSG00000024646"
"4057" "Cyb5b" 436 "ENSMUSG00000031924"
"4058" "Cyb5d1" 683 "ENSMUSG00000044795"
"4059" "Cyb5d2" 788 "ENSMUSG00000057778"
"4060" "Cyb5r1" 909 "ENSMUSG00000026456"
"4061" "Cyb5r2" 871 "ENSMUSG00000048065"
"4062" "Cyb5r3" 897 "ENSMUSG00000018042"
"4063" "Cyb5r4" 1571 "ENSMUSG00000032872"
"4064" "Cyb5rl" 945 "ENSMUSG00000028621"
"4065" "Cyba" 573 "ENSMUSG00000006519"
"4066" "Cybb" 1700 "ENSMUSG00000015340"
"4067" "Cybc1" 558 "ENSMUSG00000039294"
"4068" "Cybrd1" 869 "ENSMUSG00000027015"
"4069" "Cyc1" 971 "ENSMUSG00000022551"
"4070" "Cycs" 316 "ENSMUSG00000063694"
"4071" "Cyct" 316 "ENSMUSG00000056436"
"4072" "Cyfip1" 3732 "ENSMUSG00000030447"
"4073" "Cyfip2" 3732 "ENSMUSG00000020340"
"4074" "Cygb" 569 "ENSMUSG00000020810"
"4075" "Cyhr1" 1235 "ENSMUSG00000053929"
"4076" "Cylc1" 1923 "ENSMUSG00000073001"
"4077" "Cylc1" 1923 "ENSMUSG00000116362"
"4078" "Cylc2" 1264 "ENSMUSG00000039555"
"4079" "Cyld" 2851 "ENSMUSG00000036712"
"4080" "Cym" 1131 "ENSMUSG00000046213"
"4081" "Cyp11a1" 1572 "ENSMUSG00000032323"
"4082" "Cyp11b1" 1497 "ENSMUSG00000075604"
"4083" "Cyp11b2" 1494 "ENSMUSG00000022589"
"4084" "Cyp17a1" 1516 "ENSMUSG00000003555"
"4085" "Cyp19a1" 1503 "ENSMUSG00000032274"
"4086" "Cyp1a1" 1569 "ENSMUSG00000032315"
"4087" "Cyp1a2" 1536 "ENSMUSG00000032310"
"4088" "Cyp1b1" 1630 "ENSMUSG00000024087"
"4089" "Cyp20a1" 1376 "ENSMUSG00000049439"
"4090" "Cyp21a1" 1454 "ENSMUSG00000024365"
"4091" "Cyp24a1" 1534 "ENSMUSG00000038567"
"4092" "Cyp26a1" 1487 "ENSMUSG00000024987"
"4093" "Cyp26b1" 1533 "ENSMUSG00000063415"
"4094" "Cyp26c1" 1551 "ENSMUSG00000062432"
"4095" "Cyp27a1" 1593 "ENSMUSG00000026170"
"4096" "Cyp27b1" 1515 "ENSMUSG00000006724"
"4097" "Cyp2a12" 1470 "ENSMUSG00000060407"
"4098" "Cyp2a22" 1470 "ENSMUSG00000091867"
"4099" "Cyp2a4" 1476 "ENSMUSG00000074254"
"4100" "Cyp2a5" 1476 "ENSMUSG00000005547"
"4101" "Cyp2ab1" 838 "ENSMUSG00000022818"
"4102" "Cyp2b10" 1467 "ENSMUSG00000030483"
"4103" "Cyp2b13" 1467 "ENSMUSG00000040583"
"4104" "Cyp2b19" 1470 "ENSMUSG00000066704"
"4105" "Cyp2b23" 1467 "ENSMUSG00000040650"
"4106" "Cyp2b9" 1467 "ENSMUSG00000040660"
"4107" "Cyp2c23" 1476 "ENSMUSG00000025197"
"4108" "Cyp2c29" 1464 "ENSMUSG00000003053"
"4109" "Cyp2c37" 1464 "ENSMUSG00000042248"
"4110" "Cyp2c38" 1464 "ENSMUSG00000032808"
"4111" "Cyp2c39" 1464 "ENSMUSG00000025003"
"4112" "Cyp2c40" 1467 "ENSMUSG00000025004"
"4113" "Cyp2c50" 1464 "ENSMUSG00000054827"
"4114" "Cyp2c54" 1464 "ENSMUSG00000067225"
"4115" "Cyp2c55" 1464 "ENSMUSG00000025002"
"4116" "Cyp2c65" 1464 "ENSMUSG00000067231"
"4117" "Cyp2c66" 1464 "ENSMUSG00000067229"
"4118" "Cyp2c67" 1467 "ENSMUSG00000062624"
"4119" "Cyp2c68" 1467 "ENSMUSG00000074882"
"4120" "Cyp2c69" 1467 "ENSMUSG00000092008"
"4121" "Cyp2c70" 1461 "ENSMUSG00000060613"
"4122" "Cyp2d10" 1506 "ENSMUSG00000094806"
"4123" "Cyp2d11" 1506 "ENSMUSG00000068085"
"4124" "Cyp2d12" 1506 "ENSMUSG00000096852"
"4125" "Cyp2d22" 1494 "ENSMUSG00000061740"
"4126" "Cyp2d26" 1494 "ENSMUSG00000022445"
"4127" "Cyp2d34" 1506 "ENSMUSG00000094559"
"4128" "Cyp2d40" 1011 "ENSMUSG00000068083"
"4129" "Cyp2d9" 1506 "ENSMUSG00000068086"
"4130" "Cyp2e1" 1473 "ENSMUSG00000025479"
"4131" "Cyp2f2" 1467 "ENSMUSG00000052974"
"4132" "Cyp2g1" 1476 "ENSMUSG00000049685"
"4133" "Cyp2j11" 1506 "ENSMUSG00000066097"
"4134" "Cyp2j12" 1500 "ENSMUSG00000081225"
"4135" "Cyp2j13" 1503 "ENSMUSG00000028571"
"4136" "Cyp2j5" 1497 "ENSMUSG00000052520"
"4137" "Cyp2j6" 1497 "ENSMUSG00000052914"
"4138" "Cyp2j8" 1503 "ENSMUSG00000082932"
"4139" "Cyp2j9" 1500 "ENSMUSG00000015224"
"4140" "Cyp2r1" 1501 "ENSMUSG00000030670"
"4141" "Cyp2s1" 1497 "ENSMUSG00000040703"
"4142" "Cyp2t4" 1502 "ENSMUSG00000078787"
"4143" "Cyp2u1" 1588 "ENSMUSG00000027983"
"4144" "Cyp2u1" 1588 "ENSMUSG00000116063"
"4145" "Cyp2w1" 1473 "ENSMUSG00000029541"
"4146" "Cyp39a1" 1401 "ENSMUSG00000023963"
"4147" "Cyp3a11" 1502 "ENSMUSG00000056035"
"4148" "Cyp3a13" 1499 "ENSMUSG00000029727"
"4149" "Cyp3a16" 1502 "ENSMUSG00000038656"
"4150" "Cyp3a25" 1499 "ENSMUSG00000029630"
"4151" "Cyp3a41a" 1502 "ENSMUSG00000075551"
"4152" "Cyp3a41b" 1502 "ENSMUSG00000075552"
"4153" "Cyp3a44" 1502 "ENSMUSG00000054417"
"4154" "Cyp3a57" 1499 "ENSMUSG00000070419"
"4155" "Cyp3a59" 1499 "ENSMUSG00000061292"
"4156" "Cyp46a1" 1488 "ENSMUSG00000021259"
"4157" "Cyp4a10" 1518 "ENSMUSG00000066072"
"4158" "Cyp4a12a" 1515 "ENSMUSG00000066071"
"4159" "Cyp4a12b" 1515 "ENSMUSG00000078597"
"4160" "Cyp4a14" 1512 "ENSMUSG00000028715"
"4161" "Cyp4a29" 1518 "ENSMUSG00000083138"
"4162" "Cyp4a30b" 1515 "ENSMUSG00000084346"
"4163" "Cyp4a31" 1518 "ENSMUSG00000028712"
"4164" "Cyp4a32" 1518 "ENSMUSG00000063929"
"4165" "Cyp4b1" 1524 "ENSMUSG00000028713"
"4166" "Cyp4f13" 1560 "ENSMUSG00000024055"
"4167" "Cyp4f14" 1563 "ENSMUSG00000024292"
"4168" "Cyp4f15" 1592 "ENSMUSG00000073424"
"4169" "Cyp4f16" 1563 "ENSMUSG00000048440"
"4170" "Cyp4f17" 1563 "ENSMUSG00000091586"
"4171" "Cyp4f18" 1563 "ENSMUSG00000003484"
"4172" "Cyp4f37" 1629 "ENSMUSG00000062464"
"4173" "Cyp4f39" 1587 "ENSMUSG00000061126"
